age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income_bracket
39,Private,171088.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
47,Private,287548.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
38,Self-emp-inc,171885.0,11th,7,Divorced,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
39,Private,362787.0,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,20,United-States,<=50K
34,Private,283676.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
28,Private,209320.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
46,Private,177787.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
31,Private,173673.0,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,Mexico,<=50K
50,Private,188535.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
52,Private,163265.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,<=50K
32,Private,115215.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K
25,Private,483530.0,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,20,United-States,<=50K
38,Private,104756.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,41,United-States,<=50K
61,Private,229394.0,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,65,United-States,<=50K
45,Federal-gov,209472.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,32,United-States,>50K
39,Private,99651.0,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
28,Local-gov,190403.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,133906.0,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,Private,213477.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
46,Self-emp-inc,323069.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,7688,0,25,United-States,>50K
23,Private,267404.0,Bachelors,13,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
45,Self-emp-inc,104333.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
18,Self-emp-inc,220115.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,United-States,<=50K
58,Self-emp-not-inc,152307.0,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,<=50K
24,State-gov,168496.0,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,30,United-States,<=50K
36,Self-emp-not-inc,110173.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,8,United-States,<=50K
37,Private,225913.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,15024,0,50,United-States,>50K
51,Self-emp-not-inc,201998.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,United-States,>50K
46,Self-emp-not-inc,837836.0,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
31,Local-gov,177675.0,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
24,Self-emp-inc,109414.0,HS-grad,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,3103,0,50,United-States,<=50K
38,Self-emp-not-inc,112650.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K
54,Self-emp-not-inc,188888.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
39,Private,257380.0,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
40,Private,21306.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
46,Private,67365.0,Bachelors,13,Divorced,Sales,Own-child,White,Male,0,0,50,United-States,<=50K
26,Private,193882.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
36,Private,185041.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,254167.0,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
24,Private,291979.0,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
35,Private,266529.0,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
29,Private,181132.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,England,<=50K
24,Private,194096.0,Some-college,10,Never-married,Other-service,Other-relative,White,Male,0,0,40,United-States,<=50K
27,Private,197728.0,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
29,Private,157131.0,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,50,United-States,<=50K
20,?,280699.0,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
39,Private,50341.0,Assoc-acdm,12,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
24,?,261278.0,Some-college,10,Married-spouse-absent,?,Unmarried,White,Female,0,0,40,United-States,<=50K
22,Private,146013.0,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
69,?,113364.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,16,United-States,>50K
57,Private,172175.0,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,>50K
60,Private,119253.0,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
27,?,217077.0,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
18,Local-gov,106179.0,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Male,0,0,15,Canada,<=50K
27,Private,182117.0,Bachelors,13,Never-married,Sales,Not-in-family,Black,Male,0,0,50,United-States,<=50K
33,Private,136873.0,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,25,United-States,<=50K
21,Private,182117.0,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
45,Private,94041.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,99999,0,40,Ireland,>50K
23,Private,112706.0,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
27,Private,424478.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K
46,Private,148738.0,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
49,Private,146268.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
40,Private,191779.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
26,Private,157332.0,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,Private,192945.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K
35,Federal-gov,33673.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,28,United-States,<=50K
23,Private,485065.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,Mexico,<=50K
34,Private,197332.0,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States,<=50K
41,State-gov,107277.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States,>50K
47,Private,267706.0,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
33,Private,217210.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,<=50K
53,Private,103931.0,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
23,Private,300404.0,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,34,United-States,<=50K
18,Private,31209.0,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,8,United-States,<=50K
41,Private,203570.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
26,Private,185452.0,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,38,United-States,<=50K
24,Private,158611.0,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,15,United-States,<=50K
41,Local-gov,182926.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,55,United-States,>50K
28,Private,294176.0,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,38,United-States,<=50K
32,Private,112549.0,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
53,Federal-gov,199058.0,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,15024,0,50,United-States,>50K
29,Private,76860.0,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
29,Private,63814.0,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
46,Private,400330.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
46,State-gov,124963.0,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
65,Self-emp-not-inc,198660.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,25505.0,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
60,Local-gov,98032.0,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,219619.0,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,<=50K
26,Private,195124.0,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,36,Puerto-Rico,<=50K
30,Local-gov,188550.0,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Self-emp-not-inc,187847.0,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,1902,11,United-States,>50K
31,Self-emp-not-inc,188154.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
38,Self-emp-inc,182225.0,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,United-States,>50K
31,Private,386701.0,Some-college,10,Separated,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,<=50K
61,Private,172104.0,Bachelors,13,Widowed,Adm-clerical,Unmarried,Other,Male,0,0,45,India,<=50K
32,?,388156.0,HS-grad,9,Never-married,?,Unmarried,White,Female,0,0,40,United-States,<=50K
53,?,195602.0,Bachelors,13,Married-civ-spouse,?,Husband,Black,Male,0,0,42,United-States,<=50K
18,?,237452.0,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,Cuba,<=50K
43,Private,421561.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
37,Private,258730.0,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,45,Japan,<=50K
51,Private,191803.0,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
71,?,190759.0,HS-grad,9,Divorced,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
18,?,70209.0,Bachelors,13,Never-married,?,Own-child,Black,Female,0,0,25,United-States,<=50K
43,Private,308901.0,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,25,United-States,>50K
61,Private,111949.0,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,>50K
40,Private,118806.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Columbia,<=50K
34,Local-gov,153416.0,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,3464,1672,50,United-States,<=50K
51,Private,175897.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
30,Private,249789.0,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,48,?,<=50K
20,Private,221757.0,11th,7,Never-married,Sales,Own-child,White,Female,0,0,8,United-States,<=50K
44,?,121781.0,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
41,Private,125550.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
62,Private,168412.0,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,Poland,<=50K
46,Private,207668.0,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,?,<=50K
34,Private,196193.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,?,<=50K
44,Private,192835.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
36,State-gov,287988.0,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
52,Federal-gov,209449.0,10th,6,Divorced,Sales,Not-in-family,Black,Male,0,0,48,United-States,<=50K
24,Private,70037.0,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,?,<=50K
50,Private,155659.0,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,<=50K
40,Private,191982.0,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,48,United-States,<=50K
54,Private,41183.0,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
31,Private,101697.0,HS-grad,9,Never-married,Other-service,Own-child,Other,Male,0,0,25,United-States,<=50K
51,Private,213977.0,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
29,Private,40295.0,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
26,?,337768.0,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
52,Private,261023.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
30,Private,231495.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
61,Private,99185.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States,<=50K
51,Private,291808.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
21,Private,103395.0,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
81,Private,251854.0,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
28,Private,248402.0,Assoc-voc,11,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
59,Private,204235.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
44,Private,182246.0,11th,7,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,Private,311231.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
22,Private,256674.0,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
41,Private,286342.0,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,55,United-States,<=50K
26,Private,32916.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
21,Private,473836.0,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,35,Guatemala,<=50K
27,Private,197424.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
44,Private,169611.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
24,Private,334221.0,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
52,Private,115851.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K
68,?,213643.0,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,0,0,50,United-States,<=50K
33,Private,162187.0,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,United-States,<=50K
38,Private,149184.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
40,Local-gov,266138.0,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,?,<=50K
29,Private,194895.0,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Private,102130.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
38,State-gov,303190.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
52,Private,51298.0,Assoc-voc,11,Divorced,Farming-fishing,Own-child,White,Male,0,0,55,United-States,>50K
21,Private,170979.0,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
36,Private,401051.0,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50K
23,Private,176992.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,36,United-States,<=50K
49,Private,240628.0,Bachelors,13,Never-married,Sales,Not-in-family,Black,Female,0,0,50,United-States,<=50K
34,Private,135339.0,12th,8,Never-married,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,0,0,40,China,<=50K
24,Private,205844.0,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,25,United-States,<=50K
30,Private,237691.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,Mexico,<=50K
18,Private,63526.0,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,31840.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
20,Private,100099.0,9th,5,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
41,Private,115932.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,7298,0,37,Ireland,>50K
29,Private,213179.0,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
32,Private,138765.0,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
26,Private,170050.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K
25,Private,239663.0,Some-college,10,Never-married,Other-service,Own-child,White,Female,99999,0,24,United-States,>50K
35,Private,220115.0,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,<=50K
38,Private,291755.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,150480.0,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,1590,42,United-States,<=50K
53,Private,206880.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K
30,Private,497280.0,11th,7,Never-married,Tech-support,Not-in-family,White,Female,0,0,24,United-States,<=50K
40,Local-gov,195808.0,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,47,United-States,<=50K
